geneID	symbol	chromosome	start_pos	end_pos	orientation	description	TSS	aliases
381650	Thap6	chr5	91962882.0	91972137.0	plus	THAP domain containing 6	91962882	4930534K21Rik, AI448650
381651	Odaph	chr5	91987473.0	91995317.0	plus	odontogenesis associated phosphoprotein	91987473	Gm1045, Gm1045-a, Gm1045-b
53886	Cdkl2	chr5	92006074.0	92043042.0	minus	cyclin-dependent kinase-like 2 (CDC2-related kinase)	92043042	5330436L21Rik, AI505225, KKIAMRE, Kkm
23881	G3bp2	chr5	92052145.0	92137725.0	minus	GTPase activating protein (SH3 domain) binding protein 2	92137725	AA409541, E430034L04Rik, G3BP, mKIAA0660
115490275	Gm22728	chr5	92056064.0	92056192.0	minus		92056192	
56041	Uso1	chr5	92137909.0	92202800.0	plus	USO1 vesicle docking factor	92137909	115kDa, TAP, Vdp
100040605	Gm15710	chr5	92140238.0	92140969.0	minus	predicted gene 15710	92140969	
115490269	Gm25290	chr5	92193322.0	92193465.0	plus		92193322	
57425	U90926	chr5	92209895.0	92215408.0	minus	cDNA sequence U90926	92215408	
19023	Ppef2	chr5	92226679.0	92256278.0	minus	protein phosphatase, EF hand calcium-binding domain 2	92256278	
67111	Naaa	chr5	92257660.0	92278181.0	minus	N-acylethanolamine acid amidase	92278181	2210023K21Rik, 3830414F09Rik, Asahl
231452	Sdad1	chr5	92284010.0	92310024.0	minus	SDA1 domain containing 1	92310024	4931421J16, AA591032, AW538460
115490293	Gm23031	chr5	92302174.0	92302292.0	plus		92302174	
17329	Cxcl9	chr5	92321331.0	92328079.0	minus	chemokine (C-X-C motif) ligand 9	92328079	BB139920, CMK, crg-10, Mig, MuMIG, Scyb9
109979	Art3	chr5	92331799.0	92414628.0	plus	ADP-ribosyltransferase 3	92331799	4930569O04Rik, ARTC3
15945	Cxcl10	chr5	92346638.0	92348889.0	minus	chemokine (C-X-C motif) ligand 10	92348889	C7, CRG-2, gIP-10, Ifi10, INP10, IP-10, IP10, mob-1, Scyb10
56066	Cxcl11	chr5	92359544.0	92363296.0	minus	chemokine (C-X-C motif) ligand 11	92363296	b-R1, betaR1, Cxc11, H174, I-tac, Ip9, Itac, Scyb11, Scyb9b
100040228	Gm2673	chr5	92363903.0	92365501.0	plus	predicted gene 2673	92363903	100040228
269113	Nup54	chr5	92415540.0	92435259.0	minus	nucleoporin 54	92435259	3110079L04Rik, 54kDa
12492	Scarb2	chr5	92441311.0	92505657.0	minus	scavenger receptor class B, member 2	92505657	9330185J12Rik, Cd36l2, LGP85, LIMP II, LIMP-2, MLGP85
102466159	Mir6415	chr5	92458557.0	92458656.0	plus	microRNA 6415	92458557	Gm27714, mmu-mir-6415
384198	Fam47e	chr5	92554960.0	92591285.0	plus	family with sequence similarity 47, member E	92554960	C730043O17, Gm1381
52331	Stbd1	chr5	92603051.0	92606579.0	plus	starch binding domain 1	92603051	D530019K15Rik, D5Ertd593e
320696	Ccdc158	chr5	92608237.0	92675472.0	minus	coiled-coil domain containing 158	92675472	4932413O14Rik
27428	Shroom3	chr5	92683435.0	92965759.0	plus	shroom family member 3	92683435	AL022960, D5Ertd287e, Shrm, Shrm3
100316841	Mir1961	chr5	92788451.0	92788562.0	minus	microRNA 1961	92788562	mmu-mir-1961
623798	Gm6450	chr5	93003791.0	93004505.0	plus	predicted gene 6450	93003791	EG623798
115490261	Gm25521	chr5	93013032.0	93013139.0	minus		93013139	
78088	Sowahb	chr5	93041123.0	93045022.0	minus	sosondowah ankyrin repeat domain family member B	93045022	5730467H21Rik, Ankrd56
115486296	Gm22915	chr5	93073861.0	93073996.0	plus		93073861	
52398	Septin11	chr5	93090995.0	93182368.0	plus	septin 11	93090995	6230410I01Rik, AW548875, D5Ertd606e, Sept11
12453	Ccni	chr5	93181933.0	93206495.0	minus	cyclin I	93206495	
115490125	Gm2986	chr5	93195749.0	93196311.0	plus	predicted gene 2986	93195749	100040826
75610	2010109A12Rik	chr5	93206518.0	93213474.0	plus	RIKEN cDNA 2010109A12 gene	93206518	
12452	Ccng2	chr5	93267573.0	93276231.0	plus	cyclin G2	93267573	
100504388	Kat2b-ps	chr5	93382218.0	93393080.0	minus	K(lysine) acetyltransferase 2B, pseudogene	93393080	EG330129, Gm5109, Pcaf-ps
100416454	Gm18118	chr5	93410604.0	93411864.0	plus	predicted gene, 18118	93410604	
100040885	Pramel33	chr5	93481827.0	93536331.0	minus		93536331	
381654	Pramel34	chr5	93635182.0	93671509.0	minus	PRAME like 34	93671509	C87414
108169112	Gm7919	chr5	93738066.0	93740786.0	plus	predicted gene 7919	93738066	EG666077
665802	Pramel35	chr5	93794624.0	93855307.0	plus		93794624	
622719	Gm6346	chr5	93920285.0	93939488.0	plus		93920285	
100040981	Pramel36	chr5	93925013.0	93929039.0	minus		93929039	
100041003	Gm3089	chr5	93996448.0	93999177.0	plus		93996448	
622744	Gm6351	chr5	94020572.0	94081042.0	plus		94020572	
381724	Pramel37	chr5	94066454.0	94070545.0	minus	PRAME like 37	94070545	
100041032	Pramel38	chr5	94160402.0	94221093.0	plus		94160402	
624421	Pramel40	chr5	94297993.0	94317202.0	plus		94297993	
331195	Pramel39	chr5	94302519.0	94306796.0	minus	PRAME like 39	94306796	A430089I19Rik, Gm16522
100554	AA792892	chr5	94377340.0	94384334.0	plus	expressed sequence AA792892	94377340	
102633100	Pramel41	chr5	94405437.0	94448551.0	plus		94405437	
665521	BC080696	chr5	94434131.0	94436940.0	minus		94436940	
100041102	Pramel42	chr5	94526284.0	94538367.0	plus	PRAME like 42	94526284	100041102, Gm3139
108169097	Pramel44	chr5	94586408.0	94626848.0	plus	PRAME like 44	94586408	624507, Gm42117, Gm6509
100041115	Pramel43	chr5	94612305.0	94616340.0	minus		94616340	
621203	Gm6205	chr5	94648416.0	94685560.0	plus		94648416	
665499	Gm7663	chr5	94769344.0	94772067.0	minus	predicted gene 7663	94772067	665499
100041179	Gm3183	chr5	94873783.0	94877202.0	plus		94873783	
108169099	Gm7647	chr5	94946526.0	94965697.0	plus		94946526	
100041166	Gm3176	chr5	94951247.0	94955275.0	minus		94955275	
622894	Gm6367	chr5	94988626.0	95026615.0	plus	predicted gene 6367	94988626	EG622894
666125	Gm7939	chr5	95099587.0	95102310.0	minus	predicted gene 7939	95102310	EG666125
108169100	Pramel45	chr5	95108456.0	95111158.0	plus		95108456	
100041253	Gm16513	chr5	95182624.0	95195342.0	plus	predicted gene, Gm16513	95182624	
624049	Gm6468	chr5	95242401.0	95283295.0	plus	predicted gene 6468	95242401	EG624049
100041264	Pramel46	chr5	95268729.0	95272755.0	minus		95272755	
100041296	Pramel47	chr5	95305923.0	95343575.0	plus	PRAME like 47	95305923	100041296, Gm3259
666164	Gm7961	chr5	95417056.0	95419779.0	minus	predicted gene 7961	95419779	EG666164
320549	Pramel48	chr5	95456806.0	95485589.0	plus	PRAME like 48	95456806	D5Ertd577e, E330023J07Rik
100041354	Gm3286	chr5	95510742.0	95522402.0	plus	predicted gene 3286	95510742	100041354
622731	Gm6348	chr5	95586113.0	95605311.0	plus		95586113	
666187	Pramel49	chr5	95590835.0	95594862.0	minus		95594862	
100041380	Gm3302	chr5	95662272.0	95665001.0	plus		95662272	
666209	Gm7982	chr5	95686406.0	95746662.0	plus		95686406	
666203	Pramel50	chr5	95732092.0	95736173.0	minus	PRAME like 50	95736173	EG666203, Gm7978
665943	E330014E10Rik	chr5	95775870.0	95804230.0	plus	RIKEN cDNA E330014E10 gene	95775870	
433921	Gm5559	chr5	95861165.0	95862917.0	plus		95861165	
115490226	Gm25937	chr5	95867334.0	95867440.0	plus		95867334	
55985	Cxcl13	chr5	95956939.0	95961068.0	plus	chemokine (C-X-C motif) ligand 13	95956939	4631412M08Rik, Angie, ANGIE2, BCA-1, BLC, BLR1L, Scyb13
666231	Gm7993	chr5	95974042.0	95975823.0	plus	predicted gene 7993	95974042	EG666231
231464	Cnot6l	chr5	96070333.0	96164198.0	minus	CCR4-NOT transcription complex, subunit 6-like	96164198	4932442K20Rik
94061	Mrpl1	chr5	96209498.0	96266727.0	plus	mitochondrial ribosomal protein L1	96209498	2410002L03Rik, 5830418D04Rik, AI462572, L1mt
231470	Fras1	chr5	96373777.0	96784733.0	plus	Fraser extracellular matrix complex subunit 1	96373777	bl, E130113P14Rik, mKIAA1500
102635803	Gm33050	chr5	96445909.0	96459435.0	minus		96459435	
11745	Anxa3	chr5	96793385.0	96845968.0	plus	annexin A3	96793385	Anx3
102635874	Gm33100	chr5	96879342.0	96891170.0	plus	predicted gene, 33100	96879342	
115490304	Gm24623	chr5	96907632.0	96907825.0	plus		96907632	
102636251	Gm33370	chr5	96910270.0	96922149.0	minus	predicted gene, 33370	96922149	
666266	Gm8013	chr5	96921272.0	96934867.0	plus	predicted gene 8013	96921272	EG666266
140780	Bmp2k	chr5	96997672.0	97091048.0	plus	BMP2 inducible kinase	96997672	4933417M22Rik, AA673486, AV128808, BIKE
231474	Paqr3	chr5	97081364.0	97111749.0	minus	progestin and adipoQ receptor family member III	97111749	6330415A20Rik, AY424292, RKTG
102636587	Gm33609	chr5	97131774.0	97149849.0	plus		97131774	
433923	Gm5560	chr5	97264751.0	97265987.0	plus	predicted pseudogene 5560	97264751	EG433923, Slc25a5
102637064	Gm33969	chr5	97325904.0	97348439.0	plus		97325904	
97243	Naa11	chr5	97382209.0	97392330.0	minus	N(alpha)-acetyltransferase 11, NatA catalytic subunit	97392330	Ard1b, Ard2, C80008
75814	4930467D21Rik	chr5	97392417.0	97588126.0	plus	RIKEN cDNA 4930467D21 gene	97392417	4930448L09Rik, BB013444
14626	Gk2	chr5	97455130.0	97457023.0	minus	glycerol kinase 2	97457023	Gk-rs2, GKTA
71914	Antxr2	chr5	97884688.0	98031017.0	minus	anthrax toxin receptor 2	98031017	2310046B19Rik, AW561899, cI-35, CMG-2, CMG2
115490197	Gm42759	chr5	98030650.0	98031637.0	plus		98030650	
666315	Gm8041	chr5	98075300.0	98075942.0	minus		98075942	
666326	Gm8048	chr5	98153163.0	98154378.0	plus	predicted gene 8048	98153163	EG666326
77630	Prdm8	chr5	98167203.0	98187454.0	plus	PR domain containing 8	98167203	4930565F05Rik, PFM5
102637492	A730035I17Rik	chr5	98183118.0	98185984.0	minus	RIKEN cDNA A730035I17 gene	98185984	Gm34285
14176	Fgf5	chr5	98254184.0	98277033.0	plus	fibroblast growth factor 5	98254184	angora, Fgf-5, go, HBGF-5
75784	Cfap299	chr5	98329138.0	98802053.0	plus	cilia and flagella associated protein 299	98329138	1700007G11Rik, 4930428O21Rik
735265	Mir703	chr5	98475556.0	98475664.0	minus	microRNA 703	98475664	mir-703, Mirn703, mmu-mir-703
115486300	Gm24279	chr5	98541484.0	98541614.0	plus		98541484	
75500	1700010H22Rik	chr5	98562243.0	98568557.0	minus		98568557	
110075	Bmp3	chr5	98854415.0	98884053.0	plus	bone morphogenetic protein 3	98854415	9530029I04Rik
19092	Prkg2	chr5	98929773.0	99037375.0	minus	protein kinase, cGMP-dependent, type II	99037375	AW212535, cGK-II, CGKII, Prkgr2
100041680	Gm3470	chr5	99021672.0	99022762.0	minus		99022762	
320292	Rasgef1b	chr5	99217420.0	99252927.0	minus	RasGEF domain family, member 1B	99252927	4732452O09Rik, Gpig4, GPIgamma4
102638959	Gm35394	chr5	99270550.0	99279282.0	plus		99270550	
102638661	Gm35172	chr5	99508373.0	99511037.0	plus		99508373	
102638465	4930405H06Rik	chr5	99614223.0	99628483.0	plus		99614223	
102638080	Gm16226	chr5	99700360.0	99716008.0	plus		99700360	
330133	Gm38413	chr5	99730854.0	99753973.0	minus	predicted gene, 38413	99753973	A830083F22, Gm43248
102639650	Vamp9	chr5	99906242.0	99951649.0	plus	vesicle-associated membrane protein 9	99906242	Gm35911
11991	Hnrnpd	chr5	99955935.0	99979130.0	minus	heterogeneous nuclear ribonucleoprotein D	99979130	Auf1, Hnrpd
50926	Hnrnpdl	chr5	100033577.0	100039936.0	minus	heterogeneous nuclear ribonucleoprotein D-like	100039936	AA407431, AA959857, D5Ertd650e, D5Wsu145e, hnRNP DL, hnRNP-DL, Hnrnpdl1, Hnrpdl, JKTBP
67870	Enoph1	chr5	100039028.0	100068925.0	plus	enolase-phosphatase 1	100039028	2310057D15Rik, BB183658, C81437
231503	Tmem150c	chr5	100077872.0	100165607.0	minus	transmembrane protein 150C	100165607	
76003	Tmem150cos	chr5	100077962.0	100095273.0	plus	transmembrane protein 150C, opposite strand	100077962	5830403M04Rik
69571	2310034O05Rik	chr5	100210692.0	100218049.0	plus	RIKEN cDNA 2310034O05 gene	100210692	
666417	Gm8091	chr5	100220418.0	100295515.0	minus	predicted gene 8091	100295515	EG666417
69162	Sec31a	chr5	100361649.0	100416273.0	minus	Sec31 homolog A (S. cerevisiae)	100416273	1810024J13Rik, ABP125, ABP130, AU042160, HSPC275, Sec31l1
100503199	5430416N02Rik	chr5	100420842.0	100429535.0	minus	RIKEN cDNA 5430416N02 gene	100429535	100041797, Adapt33, Gm3514
231506	Lin54	chr5	100442033.0	100500639.0	minus	lin-54 homolog (C. elegans)	100500639	AI461788
100503266	Gm19620	chr5	100513142.0	100513620.0	minus		100513620	
26891	Cops4	chr5	100518295.0	100547802.0	plus	COP9 signalosome subunit 4	100518295	AW208976, D5Ertd774e, SGN4
231507	Plac8	chr5	100551589.0	100572253.0	minus	placenta-specific 8	100572253	C15, D5Wsu111e
71883	Coq2	chr5	100654723.0	100674288.0	minus	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	100674288	2310002F18Rik, PHB:PPT
15442	Hpse	chr5	100679484.0	100719716.0	minus	heparanase	100719716	Hpa, Hpr1, HSE1
191578	Helq	chr5	100762144.0	100798661.0	minus	helicase, POLQ-like	100798661	AU021725, D430018E21Rik, Hel308
68735	Mrps18c	chr5	100798759.0	100804467.0	plus	mitochondrial ribosomal protein S18C	100798759	1110037D14Rik
70681	Abraxas1	chr5	100804802.0	100845864.0	minus	BRCA1 A complex subunit	100845864	3830405G04Rik, 5630400M01Rik, AI506069, AL024423, AV118690, Ccdc98, Fam175a
115490271	Gm26286	chr5	100831281.0	100831414.0	plus		100831281	
231510	Gpat3	chr5	100845665.0	100899102.0	plus	glycerol-3-phosphate acyltransferase 3	100845665	1-AGPAT, 1-AGPAT 9, 4933407I02Rik, 4933408F15, A230097K15Rik, AGPAT 10, Agpat9, GPAT-3, mGPAT3
102640815	Gm36793	chr5	100910000.0	100913692.0	minus	predicted gene, 36793	100913692	
13065	Cycs-ps2	chr5	101305511.0	101306026.0	plus	cytochrome c, pseudogene 2	101305511	
18096	Nkx6-1	chr5	101659184.0	101664711.0	minus	NK6 homeobox 1	101664711	Nkx6.1, NKX6A
77361	9430085M18Rik	chr5	101703549.0	101763231.0	plus		101703549	
74596	Cds1	chr5	101765093.0	101823858.0	plus	CDP-diacylglycerol synthase 1	101765093	4833409J18Rik, AI314024, AW125888
108169124	Gm20548	chr5	101826183.0	101844553.0	plus		101826183	
72145	Wdfy3	chr5	101832953.0	102072215.0	minus	WD repeat and FYVE domain containing 3	102072215	2610509D04Rik, ALFY, AW319683, B930017C24, Bchs, BWF1, D5Ertd66e, Ggtb3, mKIAA0993, ZFYVE25
100416222	Gm17978	chr5	102159532.0	102160294.0	plus	predicted gene, 17978	102159532	
231532	Arhgap24	chr5	102207198.0	102905035.0	plus	Rho GTPase activating protein 24	102207198	0610025G21Rik
26414	Mapk10	chr5	102908547.0	103212604.0	minus	mitogen-activated protein kinase 10	103212604	C230008H04Rik, JNK3, JNK3B1, JNK3B2, p493F12, p54bSAPK, SAPK(beta), Serk2
74624	4930429D17Rik	chr5	103230375.0	103299029.0	minus	RIKEN cDNA 4930429D17 gene	103299029	
100417590	Gm18702	chr5	103273873.0	103274496.0	plus	predicted gene, 18702	103273873	
75519	1700021F02Rik	chr5	103346598.0	103348299.0	plus	RIKEN cDNA 1700021F02 gene	103346598	Gm42618
19249	Ptpn13	chr5	103425192.0	103598361.0	plus	protein tyrosine phosphatase, non-receptor type 13	103425192	AI324989, PTP-BL, PTPL1, Ptpri, RIP
75750	Slc10a6	chr5	103605711.0	103629403.0	minus	solute carrier family 10 (sodium/bile acid cotransporter family), member 6	103629403	8430417G17Rik, C78479, Soat
74218	1700016H13Rik	chr5	103648583.0	103656032.0	minus	RIKEN cDNA 1700016H13 gene	103656032	
115490301	Gm25721	chr5	103658237.0	103658407.0	plus		103658237	
17355	Aff1	chr5	103692362.0	103855322.0	plus	AF4/FMR2 family, member 1	103692362	9630032B01Rik, Af4, AW319193, Mllt2h, Rob
246293	Klhl8	chr5	103862050.0	103911259.0	minus	kelch-like 8	103911259	2310001P09Rik, D5Ertd431e
115490225	Gm24897	chr5	103898879.0	103898985.0	plus		103898879	
243168	Hsd17b13	chr5	103955442.0	103977388.0	minus	hydroxysteroid (17-beta) dehydrogenase 13	103977388	AI047820, Pan1b, PAN1B-like
114664	Hsd17b11	chr5	103989765.0	104021796.0	minus	hydroxysteroid (17-beta) dehydrogenase 11	104021796	Dhrs8, Pan1b, retSDR2, SDR2
74167	Nudt9	chr5	104045538.0	104065378.0	plus	nudix (nucleoside diphosphate linked moiety X)-type motif 9	104045538	1190002C07Rik, ADPR-PPase, AI462474
100885831	Mir5619	chr5	104048003.0	104048063.0	plus	microRNA 5619	104048003	Gm23866, mir-5619, mmu-mir-5619
100271704	Gm17660	chr5	104070060.0	104077608.0	minus	predicted gene, 17660	104077608	Scpppq1
13602	Sparcl1	chr5	104079108.0	104114088.0	minus	SPARC-like 1	104114088	Ecm2, hevin, mast9, Sc1
666279	Dspp	chr5	104170703.0	104180127.0	plus	dentin sialophosphoprotein	104170703	Dmp2, Dmp3, Dpp, Dsp
13406	Dmp1	chr5	104197575.0	104214102.0	plus	dentin matrix protein 1	104197575	AG1, AV020965, Dmp, DMP-1, PP
102633146	Gm31048	chr5	104239313.0	104246908.0	minus		104246908	
15891	Ibsp	chr5	104299287.0	104311472.0	plus	integrin binding sialoprotein	104299287	BSP, BSP II, Bsp2, BSPII
94111	Mepe	chr5	104325329.0	104338611.0	plus	matrix extracellular phosphoglycoprotein with ASARM motif (bone)	104325329	Of45
20750	Spp1	chr5	104435111.0	104441053.0	plus	secreted phosphoprotein 1	104435111	2AR, Apl-1, BNSP, Bsp, BSPI, Eta, ETA-1, OP, Opn, Opnl, Ric, Spp-1
18764	Pkd2	chr5	104453982.0	104505819.0	plus	polycystin 2, transient receptor potential cation channel	104453982	C030034P18Rik, PC2, TRPP2
100042165	Thoc2l	chr5	104508350.0	104554207.0	plus	THO complex subunit 2-like	104508350	1110004B06Rik, AI451450, D930016D06Rik, Gm3179
666726	Gm8258	chr5	104775771.0	104779398.0	plus	predicted gene 8258	104775771	EG666726
626391	Zfp951	chr5	104802246.0	104860157.0	minus	zinc finger protein 951	104860157	C230055K05Rik, Gm38611
27405	Abcg3	chr5	104935057.0	104982811.0	minus	ATP binding cassette subfamily G member 3	104982811	Abcp2, Mxr2
115490230	Gm24097	chr5	104936651.0	104936757.0	plus		104936651	
545790	Gm5870	chr5	104988874.0	104989392.0	minus	predicted pseudogene 5870	104989392	EG545790
76074	Gbp8	chr5	105012513.0	105053609.0	minus	guanylate-binding protein 8	105053609	5830443L24Rik, mGBP8
236573	Gbp9	chr5	105076464.0	105110357.0	minus	guanylate-binding protein 9	105110357	
17472	Gbp4	chr5	105115767.0	105139586.0	minus	guanylate binding protein 4	105139586	AW228052, Mag-2, Mpa-2, Mpa2
626578	Gbp10	chr5	105215699.0	105239533.0	minus	guanylate-binding protein 10	105239533	
100702	Gbp6	chr5	105270702.0	105295871.0	minus	guanylate binding protein 6	105295871	AI595338, Mpa2l
634650	Gbp11	chr5	105323026.0	105346476.0	minus	guanylate binding protein 11	105346476	EG634650, Gm7141
102634580	Gm26519	chr5	105401226.0	105406968.0	plus	predicted gene, 26519	105401226	
102634475	Gm32051	chr5	105409348.0	105413922.0	plus		105409348	
433926	Lrrc8b	chr5	105415206.0	105490079.0	plus	leucine rich repeat containing 8 family, member B	105415206	2210408K08Rik, mKIAA0231, R75581, Ta-lrrp
105246948	Gm42141	chr5	105495422.0	105496929.0	plus		105495422	
100604	Lrrc8c	chr5	105519345.0	105613018.0	plus	leucine rich repeat containing 8 family, member C	105519345	AD158, AI326115, E430036I04Rik, fad158
231549	Lrrc8d	chr5	105699963.0	105815215.0	plus	leucine rich repeat containing 8D	105699963	2810473G09Rik, 4930525N13Rik, A930019F03, Lrrc5
100042335	Rps15a-ps5	chr5	105797290.0	105797749.0	minus		105797749	
100042349	Gm10359	chr5	105862522.0	105863720.0	minus	predicted gene 10359	105863720	
54367	Zfp326	chr5	105876556.0	105915818.0	plus	zinc finger protein 326	105876556	5730470H14Rik, ZAN75, Znf326
100503127	Gm19566	chr5	105980567.0	105981212.0	minus		105981212	
115490328	Gm25672	chr5	106072327.0	106072433.0	minus		106072433	
102635379	Gm32736	chr5	106094943.0	106112149.0	plus		106094943	
546882	Gm5987	chr5	106215542.0	106217300.0	plus	predicted gene 5987	106215542	EG546882
101055736	Gm38433	chr5	106238913.0	106272871.0	plus		106238913	
102635633	Gm32921	chr5	106321340.0	106323221.0	plus	predicted gene, 32921	106321340	
330146	4930458A03Rik	chr5	106343862.0	106364171.0	plus		106343862	
104382	Barhl2	chr5	106452523.0	106458166.0	minus	BarH like homeobox 2	106458166	E130309B19Rik, MBH1
102636013	Gm28050	chr5	106500893.0	106515981.0	minus		106515981	
100416139	Gm17937	chr5	106610321.0	106611025.0	plus	predicted gene, 17937	106610321	
52397	Zfp644	chr5	106616739.0	106696834.0	minus	zinc finger protein 644	106696834	1110068L01Rik, AA408882, BM-005, D5Ertd689e, Zep-2
666922	Gm8365	chr5	106737916.0	106738766.0	minus	predicted gene 8365	106738766	EG666922
330149	Hfm1	chr5	106840193.0	106926712.0	minus	HFM1, ATP-dependent DNA helicase homolog	106926712	A330009G12Rik, Gm1046, Mer3, Sec63d1
404418	Olfr719-ps	chr5	106906768.0	106906980.0	plus	olfactory receptor 719, pseudogene	106906768	Olfr719, Olfr719-ps1
12545	Cdc7	chr5	106964315.0	106984440.0	plus	cell division cycle 7 (S. cerevisiae)	106964315	AI597260, Cdc7l1, muCdc7
102636399	Gm33474	chr5	107048577.0	107078811.0	plus		107048577	
21814	Tgfbr3	chr5	107106567.0	107289629.0	minus	transforming growth factor, beta receptor III	107289629	1110036H20Rik, AU015626, AW215636, TBRIII
115490199	Gm8145	chr5	107241619.0	107242449.0	plus	predicted gene 8145	107241619	EG666518
115490254	Gm22557	chr5	107302948.0	107303047.0	plus		107302948	
114642	Brdt	chr5	107331116.0	107387061.0	plus	bromodomain, testis-specific	107331116	7420412D09Rik, Brd6, Fsrg3
102636836	Gm17202	chr5	107370619.0	107432123.0	minus		107432123	
108169059	Gm8152	chr5	107381295.0	107382255.0	minus		107382255	
115490219	n-R5s173	chr5	107401319.0	107401437.0	plus		107401319	
384214	Ephx4	chr5	107403513.0	107430035.0	plus	epoxide hydrolase 4	107403513	Abhd7, Ephxrp, Gm1382
70902	Lpcat2b	chr5	107431549.0	107435039.0	plus	lysophosphatidylcholine acyltransferase 2B	107431549	4921521K07Rik, Aytl1b
100503185	Btbd8	chr5	107437930.0	107512560.0	plus	BTB (POZ) domain containing 8	107437930	A830010M20Rik, AI849226, EG627196, Gm16115, Kiaa1107, mKIAA1107
72342	Gm9727	chr5	107478326.0	107479132.0	minus	predicted gene 9727	107479132	72342
76421	1700028K03Rik	chr5	107534720.0	107551549.0	plus	RIKEN cDNA 1700028K03 gene	107534720	SCRE
170823	Glmn	chr5	107548962.0	107597888.0	minus	glomulin, FKBP associated protein	107597888	9330160J16Rik, AW227515, Fap48, Fap68
231571	Rpap2	chr5	107597373.0	107661853.0	plus	RNA polymerase II associated protein 2	107597373	AW060207
78443	A930041C12Rik	chr5	107630250.0	107633850.0	minus	RIKEN cDNA A930041C12 gene	107633850	
654809	4930428O21Rik	chr5	107698212.0	107703480.0	minus	RIKEN cDNA 4930428O21 gene	107703480	
14581	Gfi1	chr5	107716655.0	107725805.0	minus	growth factor independent 1 transcription repressor	107725805	AW495828, Gfi-1, Pal-1, Pal1
14020	Evi5	chr5	107744795.0	107875107.0	minus	ecotropic viral integration site 5	107875107	NB4S
73318	Ube2d2b	chr5	107830162.0	107831777.0	plus	ubiquitin-conjugating enzyme E2D 2B	107830162	1700013N18Rik
100503670	Rpl5	chr5	107900508.0	107909005.0	plus	ribosomal protein L5	107900508	U21RNA
108638	Snord21	chr5	107904555.0	107904648.0	plus		107904555	
115490266	Gm22270	chr5	107905177.0	107905308.0	plus		107905177	
115490267	Gm26387	chr5	107907345.0	107907476.0	plus		107907345	
67266	Dipk1a	chr5	107908042.0	107987077.0	minus	divergent protein kinase domain 1A	107987077	2900024C23Rik, AI315274, Fam69a
675566	Rps19-ps8	chr5	108055458.0	108055951.0	minus	ribosomal protein S19, pseudogene 8	108055951	675566, Gm9646
17765	Mtf2	chr5	108065660.0	108109219.0	plus	metal response element binding transcription factor 2	108065660	9230112N11Rik, AA537621, C76717, M96, Pcl2
73130	Tmed5	chr5	108121556.0	108132620.0	minus	transmembrane p24 trafficking protein 5	108132620	3110020O18Rik, 4432412D15Rik, p24gamma2
73254	Ccdc18	chr5	108132661.0	108240512.0	plus	coiled-coil domain containing 18	108132661	1700021E15Rik, 4932411G06Rik, NY-SAR-41
633606	Gm7118	chr5	108145023.0	108146925.0	minus	predicted gene 7118	108146925	EG633606
666614	Gm8190	chr5	108153960.0	108154830.0	minus		108154830	
13486	Dr1	chr5	108268897.0	108280521.0	plus	down-regulator of transcription 1	108268897	1700121L09Rik, Dr1l, NC2, NC2beta
433931	Pigg	chr5	108312813.0	108349359.0	plus	phosphatidylinositol glycan anchor biosynthesis, class G	108312813	Gpi7
77560	9330198I05Rik	chr5	108354895.0	108363865.0	plus	RIKEN cDNA 9330198I05 gene	108354895	Gm43082
115490131	Gm42517	chr5	108365555.0	108367917.0	minus	predicted gene 42517	108367917	Tmem271
100503802	Gm10419	chr5	108367937.0	108374483.0	plus	predicted gene 10419	108367937	6330405H19
18587	Pde6b	chr5	108388373.0	108431743.0	plus	phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide	108388373	Pdeb, r, rd, rd-1, rd1, rd10
11958	Atp5k	chr5	108433246.0	108434399.0	minus	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E	108434399	2610008D24Rik, Atp5i, Atp5me, Lfm1
102637535	Gm34319	chr5	108434401.0	108441470.0	plus		108434401	
243197	Mfsd7a	chr5	108441052.0	108450765.0	minus	major facilitator superfamily domain containing 7A	108450765	4732482E20Rik, Mfsd7, Slc49a3
69587	Pcgf3	chr5	108461259.0	108506976.0	plus	polycomb group ring finger 3	108461259	2310035N15Rik, AI662857, D630042K08Rik, DONG1, E430039C14, Rnf3, RNF3A
100042557	Gm10086	chr5	108517109.0	108517570.0	plus	predicted pseudogene 10086	108517109	
12889	Cplx1	chr5	108518554.0	108550027.0	minus	complexin 1	108550027	921-S
231580	Gak	chr5	108569107.0	108629777.0	minus	cyclin G associated kinase	108629777	D130045N16Rik
72392	Tmem175	chr5	108629779.0	108647770.0	plus	transmembrane protein 175	108629779	3010001K23Rik, AI504381, mTMEM175
110524	Dgkq	chr5	108647044.0	108660830.0	minus	diacylglycerol kinase, theta	108660830	110kDa, DAGK, Dagk4, DAGK7, Dgkd
15932	Idua	chr5	108660331.0	108685446.0	plus	iduronidase, alpha-L	108660331	6030426D08
231583	Slc26a1	chr5	108669878.0	108678380.0	minus	solute carrier family 26 (sulfate transporter), member 1	108678380	Sat1
116701	Fgfrl1	chr5	108694229.0	108706950.0	plus	fibroblast growth factor receptor-like 1	108694229	FGFR5, FGFR5beta, FGFR5gamma
